nb_www,ratio_digits_url,status
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,1.8760534753519822,1
-0.8935594992888882,1.0928563351104053,1
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,2.306677327068661,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,0.26618274647200746,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,1.487365373481227,0
-0.8935594992888882,-0.45982153730111974,0
-0.8935594992888882,0.12733860770560237,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.3752227226993777,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,0.07679934200037114,1
1.0989073514469665,-0.5946509071652015,1
1.0989073514469665,1.0632509409684343,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,0.5244328414440863,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,0.47114313646487316,1
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,1.2156316286663922,1
1.0989073514469665,3.867952996821539,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,3.2521994786792257,1
-0.8935594992888882,2.203058464358018,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,1.7791631036798532,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,2.7169234470817885,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,-0.25294594738088394,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,0.897460753916903,0
-0.8935594992888882,2.431802002664803,1
1.0989073514469665,1.9487212457129517,1
-0.8935594992888882,0.2745403548683962,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,1
1.0989073514469665,2.5829943017576005,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,0.3096591948688271,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.22162299469238475,1
-0.8935594992888882,0.3127142935025315,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,0.8042037785964082,1
1.0989073514469665,-0.16423408594201577,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,-0.2921958402759572,0
1.0989073514469665,0.13518631678277476,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,0.16404993745281768,1
-0.8935594992888882,-0.3983204210264361,1
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,-0.2837943078424355,1
-0.8935594992888882,-0.16423408594201577,1
-0.8935594992888882,2.203058464358018,1
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,2.8112561528464712,1
1.0989073514469665,0.06363364623226998,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5006102598772306,1
1.0989073514469665,0.16404993745281768,0
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,2.443920862731105,1
1.0989073514469665,-0.19497813660735946,0
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,1.440046819613656,1
1.0989073514469665,-0.16423408594201577,1
1.0989073514469665,-0.3001551891478909,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,0.5833319872857159,1
1.0989073514469665,-0.152222445289668,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,0.1718448145862184,0
1.0989073514469665,0.6043673933174871,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,0.26618274647200746,0
1.0989073514469665,-0.5946509071652015,0
3.091374202182821,2.1408871400171297,1
-0.8935594992888882,1.1461460400896173,0
1.0989073514469665,-0.18771136628576507,0
1.0989073514469665,0.26618274647200746,1
-0.8935594992888882,0.2241908633852542,1
-0.8935594992888882,1.2967582509304867,1
-0.8935594992888882,0.21432530082845194,1
-0.8935594992888882,3.237827679210223,1
-0.8935594992888882,1.6943840382587225,1
1.0989073514469665,-0.005659459939742831,1
-0.8935594992888882,1.1676857052585132,1
-0.8935594992888882,0.1966204335134291,1
1.0989073514469665,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.044281849004458314,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,0.37846539889265846,1
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,0.44635723315801273,1
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,0.2046946227596451,0
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.36626647164250786,0
-0.8935594992888882,-0.3615084632685458,0
1.0989073514469665,-0.1801754451317926,1
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,0.08358167215803013,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,4.051837167798322,1
-0.8935594992888882,0.8778277053030266,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,1
-0.8935594992888882,-0.02076180847067473,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,0.8400718451665342,0
1.0989073514469665,3.3762914302196387,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,0.16404993745281768,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,0.05097433586041449,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,0.8339666390126462,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,0.8864893463722375,1
-0.8935594992888882,1.1911210311525269,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,1.1723234345111735,1
-0.8935594992888882,-0.2749126884807604,1
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,0.2499405999522794,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,0.684301945190888,1
3.091374202182821,0.1514049289712695,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,4.85155667313028,1
1.0989073514469665,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,1
1.0989073514469665,1.200106042661736,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.22162299469238475,1
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,0.8400718451665342,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.33439887208439795,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,3.5086561747991345,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,0.2588875402323596,0
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,1.2704886775805573,0
-0.8935594992888882,-0.2749126884807604,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,0.10477643571560336,1
-0.8935594992888882,0.28883625807756785,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,1.2704886775805573,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.3708341574433439,0
-0.8935594992888882,0.7375916501701012,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,1.5996309486838745,1
1.0989073514469665,0.12733860770560237,0
1.0989073514469665,2.5283735026136043,1
1.0989073514469665,0.5531273014146896,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,1.7791631036798532,0
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,0.6122041129922484,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,0.2917520643570818,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,2.346007122543385,0
1.0989073514469665,0.852073335729281,1
-0.8935594992888882,1.440046819613656,1
-0.8935594992888882,-0.46891116075914885,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.36626647164250786,0
-0.8935594992888882,0.1514049289712695,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,0.26618274647200746,1
1.0989073514469665,0.6188133992298599,0
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,1.7791631036798532,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,0.01734801785550275,1
-0.8935594992888882,0.7482495911659438,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,0.49713812023540604,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.25553462309900443,0
1.0989073514469665,0.4586043849852554,0
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,0.021358500667068857,0
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,0.8296374971036636,1
-0.8935594992888882,2.808410781698095,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,2.60273123491586,1
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.24493723572479909,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,0.6770351748692938,1
-0.8935594992888882,-0.053158768214389314,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,2.659422406139809,1
-0.8935594992888882,0.8264078214051773,1
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.17235515360646106,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,2.4975541823753287,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,1.730717923439207,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,0.3188868461164107,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,2.4695069780632464,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,-0.31487997001287954,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,0.6043673933174871,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,-0.10809275413627153,1
-0.8935594992888882,-0.5946509071652015,1
-0.8935594992888882,0.17713098572617417,0
1.0989073514469665,0.015758415344790683,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,3.8623060106993568,1
1.0989073514469665,-0.5946509071652015,1
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
1.0989073514469665,2.306677327068661,1
1.0989073514469665,0.7559674081924154,0
-0.8935594992888882,-0.5946509071652015,0
1.0989073514469665,-0.5946509071652015,0
-0.8935594992888882,-0.3373902724711305,1
-0.8935594992888882,-0.5946509071652015,0
-0.8935594992888882,0.07848217537817985,0
1.0989073514469665,-0.5946509071652015,0
